"district","school","pga","soil","building","type","built"
"Richland","Richland High",21.16,"Very Dense Soil and Soft Rock","Ticket Booth","Permanent",1952
"Richland","Richland High",21.16,"Very Dense Soil and Soft Rock","Visitor Bleachers","Permanent",1952
"Richland","Richland High",21.16,"Very Dense Soil and Soft Rock","Portable 1","Portable",1993
"Richland","Richland High",21.16,"Very Dense Soil and Soft Rock","Portable 3","Portable",2001
"Richland","Richland High",21.16,"Very Dense Soil and Soft Rock","Portable P2/P3","Portable",2001
"Richland","Rivers Edge High",21.13,"Very Dense Soil and Soft Rock","Building One","Permanent",2001
"Richland","Rivers Edge High",21.13,"Very Dense Soil and Soft Rock","Building Two","Permanent",2001
"Richland","Rivers Edge High",21.13,"Very Dense Soil and Soft Rock","Portable 101/102","Portable",2004
"Richland","Rivers Edge High",21.13,"Very Dense Soil and Soft Rock","Portable 14/15","Portable",2004
"Richland","Rivers Edge High",21.13,"Very Dense Soil and Soft Rock","Portable 16/17","Portable",2001
"Richland","Sacajawea Elementary School (new)",,"","Main","Permanent",2014
"Richland","Sacajawea Elementary School (old)",20.88,"Very Dense Soil and Soft Rock","Main Building","Permanent",1970
"Richland","Sacajawea Elementary School (old)",20.88,"Very Dense Soil and Soft Rock","Mechanical Building","Permanent",1970
"Richland","Sacajawea Elementary School (old)",20.88,"Very Dense Soil and Soft Rock","Portable 1","Portable",1993
"Richland","Sacajawea Elementary School (old)",20.88,"Very Dense Soil and Soft Rock","Portable 2","Portable",1994
"Richland","Sacajawea Elementary School (old)",20.88,"Very Dense Soil and Soft Rock","Portable 3","Portable",2001
"Richland","Tapteal Elementary",25.69,"Firm Soil","Gymnasium Building","Permanent",1978
"Richland","Tapteal Elementary",25.69,"Firm Soil","Main Building","Permanent",1978
"Richland","Tapteal Elementary",25.69,"Firm Soil","Portable 3","Portable",1992
"Richland","Tapteal Elementary",25.69,"Firm Soil","Portable 5","Portable",1993
"Richland","White Bluffs Elementary",25.83,"Firm Soil","Main Building","Permanent",2007
"Richland","White Bluffs Elementary",25.83,"Firm Soil","Portable 1","Portable",2001
"Richland","Wiley Elementary",25.83,"Firm Soil","Main Building","Permanent",1999
"Richland","Wiley Elementary",25.83,"Firm Soil","Portable P7 Champions Daycare","Portable",2001
"Richland","Wiley Elementary",25.83,"Firm Soil","Portable WW1","Portable",1994
"Richland","Wiley Elementary",25.83,"Firm Soil","Portable WW2","Portable",1994
"Richland","Wiley Elementary",25.83,"Firm Soil","Portable WW3","Portable",1994
"Richland","Wiley Elementary",25.83,"Firm Soil","Portable WW4","Portable",2001
"Richland","Wiley Elementary",25.83,"Firm Soil","Portable WW5","Portable",2001
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","District Office Portable","Portable",1989
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","Vocational Agriculture Building","Permanent",1970
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","Main Gym/Multi-Purpose Building","Permanent",2014
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","Gymnasium and Commons Building","Permanent",1970
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","Greenhouses and Barn","Permanent",1970
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","300 Classroom Building","Permanent",2014
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","100 Building","Permanent",1970
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","Main Office Administration Building","Permanent",1975
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","200 Building","Permanent",1970
"Ridgefield","Ridgefield High",41.71,"Very Dense Soil/Soft Rock - Firm Soil","Stadium Pressbox","Permanent",1975
"Ridgefield","South Ridge Elementary",39.28,"Rock - Very Dense Soil/Soft Rock","Building B","Permanent",2014
"Ridgefield","South Ridge Elementary",39.28,"Rock - Very Dense Soil/Soft Rock","Portable 7","Portable",2005
"Ridgefield","South Ridge Elementary",39.28,"Rock - Very Dense Soil/Soft Rock","Portable 1","Portable",1992
"Ridgefield","South Ridge Elementary",39.28,"Rock - Very Dense Soil/Soft Rock","Main Building","Permanent",1961
"Ridgefield","South Ridge Elementary",39.28,"Rock - Very Dense Soil/Soft Rock","Portable 2","Portable",1991
"Ridgefield","South Ridge Elementary",39.28,"Rock - Very Dense Soil/Soft Rock","Portable 3","Portable",1989
"Ridgefield","Union Ridge Elementary",40.04,"Very Dense Soil and Soft Rock","Main Building","Permanent",1952
"Ridgefield","Union Ridge Elementary",40.04,"Very Dense Soil and Soft Rock","Building B","Permanent",2014
"Ridgefield","Union Ridge Elementary",40.04,"Very Dense Soil and Soft Rock","Special Services Building","Permanent",1978
"Ridgefield","Union Ridge Elementary",40.04,"Very Dense Soil and Soft Rock","Portable 22/23","Portable",2006
"Ridgefield","Union Ridge Elementary",40.04,"Very Dense Soil and Soft Rock","Portable 24/25","Portable",2007
"Ridgefield","View Ridge Middle",40.05,"Very Dense Soil and Soft Rock","Portable B","Portable",1998
"Ridgefield","View Ridge Middle",40.05,"Very Dense Soil and Soft Rock","Portable D","Portable",2005
"Ridgefield","View Ridge Middle",40.05,"Very Dense Soil and Soft Rock","Portable A","Portable",1998
"Ridgefield","View Ridge Middle",40.05,"Very Dense Soil and Soft Rock","Main Building","Permanent",1975
"Ridgefield","View Ridge Middle",40.05,"Very Dense Soil and Soft Rock","Portable C","Portable",2005
"Ritzville","Ritzville Grade",20.63,"Firm Soil","Main Building","Permanent",1950
"Ritzville","Ritzville High",20.62,"Firm Soil","Agriculture Shop","Permanent",1950
"Ritzville","Ritzville High",20.62,"Firm Soil","Bus Barn and Boiler Room","Permanent",1950
"Ritzville","Ritzville High",20.62,"Firm Soil","Gilson Gym","Permanent",1950
"Ritzville","Ritzville High",20.62,"Firm Soil","Grandstands","Permanent",1950
"Ritzville","Ritzville High",20.62,"Firm Soil","High School","Permanent",1950
"Ritzville","Ritzville High",20.62,"Firm Soil","Maintenance Shed","Permanent",1950
"Riverside","Chattaroy Elementary",22.13,"Firm Soil","35 Wing Building","Permanent",1934
"Riverside","Chattaroy Elementary",22.13,"Firm Soil","Main Building","Permanent",1987
"Riverside","Chattaroy Elementary",22.13,"Firm Soil","Pump House","Permanent",1987
"Riverside","Chattaroy Elementary",22.13,"Firm Soil","Red Storage Shed","Permanent",1983
"Riverside","Chattaroy Elementary",22.13,"Firm Soil","Portable 30","Portable",1992
"Riverside","Chattaroy Elementary",22.13,"Firm Soil","Portable 31","Portable",1992
"Riverside","Chattaroy Elementary",22.13,"Firm Soil","Portable 32","Portable",1992
"Riverside","Chattaroy Elementary",22.13,"Firm Soil","Portable 33","Portable",1992
"Riverside","Riverside Elementary",17.5,"Very Dense Soil and Soft Rock","District Bus Garage","Permanent",1993
"Riverside","Riverside Elementary",17.5,"Very Dense Soil and Soft Rock","Elementary Annex","Permanent",1958
"Riverside","Riverside Elementary",17.5,"Very Dense Soil and Soft Rock","Main Building","Permanent",1976
"Riverside","Riverside High",17.5,"Very Dense Soil and Soft Rock","Boondocks Building","Permanent",1970
"Riverside","Riverside High",17.5,"Very Dense Soil and Soft Rock","Greenhouse","Permanent",1999
"Riverside","Riverside High",17.5,"Very Dense Soil and Soft Rock","Grounds Keeping","Permanent",1940
"Riverside","Riverside High",17.5,"Very Dense Soil and Soft Rock","Incubator","Permanent",1958
"Riverside","Riverside High",17.5,"Very Dense Soil and Soft Rock","Main Building and District Office","Permanent",1985
"Riverside","Riverside High",17.5,"Very Dense Soil and Soft Rock","Pump House","Permanent",1983
"Riverside","Riverside High",17.5,"Very Dense Soil and Soft Rock","Recycling Shed","Permanent",1972
"Riverside","Riverside High",17.5,"Very Dense Soil and Soft Rock","Riverside Opportunity  Center","Permanent",1971
"Riverside","Riverside High",17.5,"Very Dense Soil and Soft Rock","Well Shed","Permanent",1940
"Riverside","Riverside Middle",17.5,"Very Dense Soil and Soft Rock","Main Building","Permanent",1972
"Riverview","Carnation Elementary",46.51,"Firm Soil - Soft Soil","Portable 2","Portable",2010
"Riverview","Carnation Elementary",46.51,"Firm Soil - Soft Soil","Main Building","Permanent",1960
"Riverview","Carnation Elementary",46.51,"Firm Soil - Soft Soil","Portable 4","Portable",2003
"Riverview","Carnation Elementary",46.51,"Firm Soil - Soft Soil","Portable 3","Portable",2003
"Riverview","Carnation Elementary",46.51,"Firm Soil - Soft Soil","Covered PLay","Permanent",2011
"Riverview","Carnation Elementary",46.51,"Firm Soil - Soft Soil","Portable 1","Portable",2010
"Riverview","Cedarcrest High",49.22,"Very Dense Soil and Soft Rock","Portable 4","Portable",2003
"Riverview","Cedarcrest High",49.22,"Very Dense Soil and Soft Rock","Portable 5","Portable",2005
"Riverview","Cedarcrest High",49.22,"Very Dense Soil and Soft Rock","Main Building","Permanent",1993
"Riverview","Cedarcrest High",49.22,"Very Dense Soil and Soft Rock","Grandstand","Permanent",1993
"Riverview","Cedarcrest High",49.22,"Very Dense Soil and Soft Rock","Portable 2","Portable",1997
"Riverview","Cedarcrest High",49.22,"Very Dense Soil and Soft Rock","Portable 3","Portable",2003
"Riverview","Cedarcrest High",49.22,"Very Dense Soil and Soft Rock","Greenhouse","Portable",1998
"Riverview","Cedarcrest High",49.22,"Very Dense Soil and Soft Rock","Portable 1","Portable",1997
"Riverview","Cedarcrest High",49.22,"Very Dense Soil and Soft Rock","Field House","Permanent",1993
"Riverview","Cherry Valley Elementary",50.68,"Very Dense Soil and Soft Rock","Main Building","Permanent",1953
"Riverview","Cherry Valley Elementary",50.68,"Very Dense Soil and Soft Rock","Storage Building","Permanent",2011
"Riverview","Cherry Valley Elementary",50.68,"Very Dense Soil and Soft Rock","Portable B","Portable",2011
"Riverview","Cherry Valley Elementary",50.68,"Very Dense Soil and Soft Rock","Portable 2","Portable",2011
"Riverview","Cherry Valley Elementary",50.68,"Very Dense Soil and Soft Rock","Storage Shed","Permanent",2011
"Riverview","Cherry Valley Elementary",50.68,"Very Dense Soil and Soft Rock","Portable A","Portable",2011
"Riverview","Cherry Valley Elementary",50.68,"Very Dense Soil and Soft Rock","Portable 1","Portable",2011
"Riverview","Cherry Valley Elementary",50.68,"Very Dense Soil and Soft Rock","Covered play","Permanent",2011
"Riverview","Riverview Learning Center",46.32,"Firm Soil - Soft Soil","Main Building","Permanent",2011
"Riverview","Stillwater Elementary",48.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable Building D","Portable",1974
"Riverview","Stillwater Elementary",48.47,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1988
"Riverview","Stillwater Elementary",48.47,"Very Dense Soil/Soft Rock - Firm Soil","covered play","Permanent",1988
"Riverview","Stillwater Elementary",48.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable Building C","Portable",1974
"Riverview","Stillwater Elementary",48.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable Building B","Portable",1974
"Riverview","Stillwater Elementary",48.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable Building A","Portable",1974
"Riverview","Stillwater Elementary",48.47,"Very Dense Soil/Soft Rock - Firm Soil","greeenhouse","Permanent",2000
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","Mod 1 Building","Portable",2000
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","Mod 4 Building","Portable",2005
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","Mod 3 Building","Portable",2005
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","L Building","Permanent",1964
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","E Building","Permanent",1964
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","D Building","Permanent",1964
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","Mod 6 Building","Portable",2006
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","B Building","Permanent",1964
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","A Building","Permanent",1964
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","Mod 5 Building","Portable",2006
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","C Building","Permanent",1964
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","K Building","Permanent",1964
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","Mod 2 Building","Portable",2000
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","H Building","Permanent",1964
"Riverview","Tolt Middle",46.62,"Firm Soil - Soft Soil","J Building","Permanent",1964
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Main Building","Permanent",1970
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Building 2","Permanent",1970
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Portable 27/28","Portable",2001
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Portable 23/24","Portable",1999
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Portable 21/22","Portable",2003
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Portable 25/26","Portable",1999
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Portable 34/35","Portable",2007
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Boiler Room Building","Portable",1970
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Portable 19/20","Portable",2003
"Rochester","Grand Mound Elementary",53.84,"Very Dense Soil and Soft Rock","Portable 36","Portable",2013
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Greenhouse","Permanent",1994
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Portable 14-15","Portable",2014
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Portable 3/4","Portable",2004
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Ticket Booth","Permanent",1989
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Portable 11/12","Portable",2009
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Portable 1/2","Portable",2004
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Field House","Permanent",1993
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Storage Building","Permanent",1989
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Main Building","Permanent",1989
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Portable 9/10","Portable",2004
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Portable 7/8","Portable",2000
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","Portable 5/6","Portable",1999
"Rochester","Rochester High",53.86,"Very Dense Soil and Soft Rock","concession stand","Permanent",1993
"Rochester","Rochester Middle",54.83,"Very Dense Soil and Soft Rock","Portable 2","Portable",2001
"Rochester","Rochester Middle",54.83,"Very Dense Soil and Soft Rock","Portable 3","Portable",2001
"Rochester","Rochester Middle",54.83,"Very Dense Soil and Soft Rock","Portable 4","Portable",2013
"Rochester","Rochester Middle",54.83,"Very Dense Soil and Soft Rock","Shop-700 Building","Permanent",1961
"Rochester","Rochester Middle",54.83,"Very Dense Soil and Soft Rock","Main Building","Permanent",2003
"Rochester","Rochester Middle",54.83,"Very Dense Soil and Soft Rock","Portable 1","Portable",2008
"Rochester","Rochester Primary",53.74,"Very Dense Soil and Soft Rock","Gymnasium Building","Permanent",2002
"Rochester","Rochester Primary",53.74,"Very Dense Soil and Soft Rock","Portable Building 48/49","Portable",2013
"Rochester","Rochester Primary",53.74,"Very Dense Soil and Soft Rock","Portable Building 38/39","Portable",2004
"Rochester","Rochester Primary",53.74,"Very Dense Soil and Soft Rock","Main Building","Permanent",2002
"Rochester","Rochester Primary",53.74,"Very Dense Soil and Soft Rock","Portable Building 46","Portable",2010
"Rochester","Rochester Primary",53.74,"Very Dense Soil and Soft Rock","Portable Building 42/43","Portable",2007
"Rochester","Rochester Primary",53.74,"Very Dense Soil and Soft Rock","Portable Building 40/41","Portable",2006
"Rochester","Rochester Primary",53.74,"Very Dense Soil and Soft Rock","Portable Building 44/45","Portable",2007
"Rochester","Rochester Primary",53.74,"Very Dense Soil and Soft Rock","Portable Building 36/37","Portable",2004
"Roosevelt","Roosevelt Elementary",26.83,"Firm Soil","Bus Garage","Permanent",1964
"Roosevelt","Roosevelt Elementary",26.83,"Firm Soil","Main Building","Permanent",1964
"Roosevelt","Roosevelt Elementary",26.83,"Firm Soil","Pump House","Permanent",1964
"Rosalia","Rosalia Elementary and Secondary",13.13,"Rock","Ag Tech Vocational Building","Permanent",1957
"Rosalia","Rosalia Elementary and Secondary",13.13,"Rock","Main Building","Permanent",1937
"Rosalia","Rosalia Elementary and Secondary",13.13,"Rock","Press Box","Permanent",1960
"Royal","Red Rock Elementary",21.84,"Very Dense Soil and Soft Rock","Main Building","Permanent",1992
"Royal","Red Rock Elementary",21.84,"Very Dense Soil and Soft Rock","Pod Building","Permanent",2001
"Royal","Red Rock Elementary",21.84,"Very Dense Soil and Soft Rock","Portable RR","Portable",2012
"Royal","Royal High",21.83,"Very Dense Soil and Soft Rock","A Gymnasium","Permanent",1997
"Royal","Royal High",21.83,"Very Dense Soil and Soft Rock","B Main Building","Permanent",1997
"Royal","Royal High",21.83,"Very Dense Soil and Soft Rock","C Shop","Permanent",1997
"Royal","Royal High",21.83,"Very Dense Soil and Soft Rock","D Cafeteria","Permanent",1997
"Royal","Royal High",21.83,"Very Dense Soil and Soft Rock","EF Library Performing Arts","Permanent",1997
"Royal","Royal High",21.83,"Very Dense Soil and Soft Rock","Grandstands","Permanent",1997
"Royal","Royal Intermediate",,"","Main Building","Permanent",2015
"Royal","Royal Middle",21.84,"Very Dense Soil and Soft Rock","Main Building","Permanent",1997
"Royal","Royal Middle",21.84,"Very Dense Soil and Soft Rock","Portable MS","Portable",2012
"San Juan Island","Carter Avenue ""Community"" Fields",48.85,"Very Dense Soil/Soft Rock - Firm Soil","Concessions Building","Permanent",2105
"San Juan Island","Carter Avenue ""Community"" Fields",48.85,"Very Dense Soil/Soft Rock - Firm Soil","Maintenance Shed","Permanent",2014
"San Juan Island","District Office",48.86,"Very Dense Soil/Soft Rock - Firm Soil","District Office","Permanent",1993
"San Juan Island","Friday Harbor Elementary",48.94,"Very Dense Soil/Soft Rock - Firm Soil","Exterior Playshed","Permanent",1986
"San Juan Island","Friday Harbor Elementary",48.94,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1986
"San Juan Island","Friday Harbor High",48.83,"Very Dense Soil/Soft Rock - Firm Soil","Main Building High School","Permanent",1912
"San Juan Island","Friday Harbor High",48.83,"Very Dense Soil/Soft Rock - Firm Soil","Tech Lab","Permanent",2015
"San Juan Island","Friday Harbor High",48.83,"Very Dense Soil/Soft Rock - Firm Soil","Turnbull Gym","Permanent",1980
"San Juan Island","Friday Harbor Middle",48.83,"Very Dense Soil/Soft Rock - Firm Soil","Middle School","Permanent",1912
"San Juan Island","Griffin Bay",48.85,"Very Dense Soil/Soft Rock - Firm Soil","Main Building--Located at Friday Harbor MS","Permanent",1912
"San Juan Island","Stuart Island Elementary",48.86,"Very Dense Soil/Soft Rock - Firm Soil","Stuart Island Remote Building/Classroom","Permanent",1980
"Satsop","Satsop Elementary",65.38,"Very Dense Soil/Soft Rock - Firm Soil","Gym Building","Permanent",1933
"Satsop","Satsop Elementary",65.38,"Very Dense Soil/Soft Rock - Firm Soil","Storage Shed","Permanent",1935
"Satsop","Satsop Elementary",65.38,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1902
"Satsop","Satsop Elementary",65.38,"Very Dense Soil/Soft Rock - Firm Soil","Covered Play","Permanent",1990
"Seattle","Adams Elementary",53.14,"Very Dense Soil and Soft Rock","Main Building","Permanent",1989
"Seattle","Adams Elementary",53.14,"Very Dense Soil and Soft Rock","Portable 1","Portable",1995
"Seattle","Adams Elementary",53.14,"Very Dense Soil and Soft Rock","Portable 2","Portable",1995
"Seattle","Adams Elementary",53.14,"Very Dense Soil and Soft Rock","Portable 3","Portable",1995
"Seattle","Aki Kurose Middle",63.08,"Rock","Main Building","Permanent",1952
"Seattle","Aki Kurose Middle",63.08,"Rock","Portable 1","Portable",2002
"Seattle","Aki Kurose Middle",63.08,"Rock","Portable 2","Portable",2002
"Seattle","Alki Elementary",62.63,"Firm Soil","Main Building","Permanent",1954
"Seattle","Alki Elementary",62.63,"Firm Soil","Portable 2","Portable",1995
"Seattle","Alki Elementary",62.63,"Firm Soil","Portable1","Portable",1995
"Seattle","Bailey Gatzert Elementary",56.21,"Very Dense Soil and Soft Rock","Main Building","Permanent",1988
"Seattle","Bailey Gatzert Elementary",56.21,"Very Dense Soil and Soft Rock","Portable 1","Portable",1995
"Seattle","Ballard High",52.75,"Very Dense Soil and Soft Rock","Main Building","Permanent",1999
"Seattle","Beacon Hill Int'l Elementary",58.4,"Very Dense Soil and Soft Rock","Main Building","Permanent",1971
"Seattle","B. F. Day Elementary",52.93,"Very Dense Soil and Soft Rock","Main Building","Permanent",1892
"Seattle","Broadview-Thomson K-8",51.44,"Very Dense Soil and Soft Rock","Main Building","Permanent",1963
"Seattle","Broadview-Thomson K-8",51.44,"Very Dense Soil and Soft Rock","Portable 1","Portable",2015
"Seattle","Bryant Elementary",51.89,"Very Dense Soil and Soft Rock","Covered Play","Permanent",1926
"Seattle","Bryant Elementary",51.89,"Very Dense Soil and Soft Rock","Main Building","Permanent",1926
"Seattle","Cascadia Elementary",52.69,"Very Dense Soil and Soft Rock","Auditorium Building","Permanent",1960
"Seattle","Cascadia Elementary",52.69,"Very Dense Soil and Soft Rock","Gym Building","Permanent",1960
"Seattle","Cascadia Elementary",52.69,"Very Dense Soil and Soft Rock","Main Building","Permanent",1906
"Seattle","Catharine Blaine K-8",54.7,"Very Dense Soil and Soft Rock","Main Building","Permanent",1952
"Seattle","Catharine Blaine K-8",54.7,"Very Dense Soil and Soft Rock","Portable 1 & 2","Portable",2014
"Seattle","Catharine Blaine K-8",54.7,"Very Dense Soil and Soft Rock","Portable 3 & 4","Portable",2015
"Seattle","Cedar Park Elementary",51.05,"Very Dense Soil and Soft Rock","Main Building","Permanent",1959
"Seattle","Chief Sealth Int'l High",65.46,"Very Dense Soil/Soft Rock - Firm Soil","Gymnasium","Permanent",1970
"Seattle","Chief Sealth Int'l High",65.46,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1957
"Seattle","Chief Sealth Int'l High",65.46,"Very Dense Soil/Soft Rock - Firm Soil","Portable 1","Portable",2012
"Seattle","Chief Sealth Int'l High",65.46,"Very Dense Soil/Soft Rock - Firm Soil","Portable 2","Portable",2012
"Seattle","Chief Sealth Int'l High",65.46,"Very Dense Soil/Soft Rock - Firm Soil","Portable 3","Portable",2012
"Seattle","Chief Sealth Int'l High",65.46,"Very Dense Soil/Soft Rock - Firm Soil","Portable 4","Portable",2012
"Seattle","Chief Sealth Int'l High",65.46,"Very Dense Soil/Soft Rock - Firm Soil","Portable 5","Portable",2013
"Seattle","Chief Sealth Int'l High",65.46,"Very Dense Soil/Soft Rock - Firm Soil","Portable 6","Portable",2013
"Seattle","Cleveland High",63.45,"Rock","Building 2","Permanent",2007
"Seattle","Cleveland High",63.45,"Rock","Gymnasium","Permanent",2007
"Seattle","Cleveland High",63.45,"Rock","Main Building","Permanent",1927
"Seattle","Columbia Elementary",61.92,"Rock","Main Building","Permanent",1922
"Seattle","Columbia Elementary",61.92,"Rock","portable 1","Portable",2007
"Seattle","Concord Int'l Elementary",64.81,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1913
"Seattle","Cooper (Pathfinder) Elementary",63.06,"Very Dense Soil and Soft Rock","Main Building","Permanent",1999
"Seattle","Cooper (Pathfinder) Elementary",63.06,"Very Dense Soil and Soft Rock","portable 1","Portable",2015
"Seattle","Daniel Bagley Elementary",51.97,"Very Dense Soil and Soft Rock","Main Building","Permanent",1930
"Seattle","Daniel Bagley Elementary",51.97,"Very Dense Soil and Soft Rock","Portable 1","Portable",1995
"Seattle","Daniel Bagley Elementary",51.97,"Very Dense Soil and Soft Rock","Portable 2","Portable",1995
"Seattle","Daniel Bagley Elementary",51.97,"Very Dense Soil and Soft Rock","Portable 3","Portable",2009
"Seattle","Daniel Bagley Elementary",51.97,"Very Dense Soil and Soft Rock","Portable 4","Portable",2009
"Seattle","Daniel Bagley Elementary",51.97,"Very Dense Soil and Soft Rock","Portable 5","Portable",2012
"Seattle","Daniel Bagley Elementary",51.97,"Very Dense Soil and Soft Rock","Portable 6","Portable",2012
"Seattle","Daniel Bagley Elementary",51.97,"Very Dense Soil and Soft Rock","Portable 7","Portable",2013
"Seattle","Daniel Bagley Elementary",51.97,"Very Dense Soil and Soft Rock","Portable 8","Portable",2013
"Seattle","Dearborn Park Intl'l Elementary",62.99,"Very Dense Soil and Soft Rock","Main Building","Permanent",1972
"Seattle","Dearborn Park Intl'l Elementary",62.99,"Very Dense Soil and Soft Rock","Preschool Building","Permanent",2006
"Seattle","Denny Int'l Middle School (new)",,"","Main Building","Permanent",2012
"Seattle","Dunlap Elementary",63.22,"Very Dense Soil and Soft Rock","Main Building","Permanent",1924
"Seattle","Eckstein Middle",51.64,"Rock - Very Dense Soil/Soft Rock","Main Building","Permanent",1950
"Seattle","Eckstein Middle",51.64,"Rock - Very Dense Soil/Soft Rock","Modular Annex Bldg","Portable",1968
"Seattle","Emerson Elementary",62.86,"Very Dense Soil and Soft Rock","Main Building","Permanent",1909
"Seattle","Fairmount Park Elementary",59.21,"Soft Soil","2014 Building","Permanent",2014
"Seattle","Fairmount Park Elementary",59.21,"Soft Soil","Auditorium Bldg","Permanent",1964
"Seattle","Fairmount Park Elementary",59.21,"Soft Soil","Main Building","Permanent",1964
"Seattle","Franklin High",59.26,"Very Dense Soil and Soft Rock","Gymnasium","Permanent",1912
"Seattle","Franklin High",59.26,"Very Dense Soil and Soft Rock","Main Building","Permanent",1912
"Seattle","Frantz Coe Elementary",54.09,"Very Dense Soil and Soft Rock","Gym Building","Permanent",2003
"Seattle","Frantz Coe Elementary",54.09,"Very Dense Soil and Soft Rock","Main Building","Permanent",1907
"Seattle","Garfield High",55.68,"Very Dense Soil and Soft Rock","Main Building","Permanent",1923
"Seattle","Garfield High",55.68,"Very Dense Soil and Soft Rock","Performing Arts Center Building","Permanent",1923
"Seattle","Gatewood Elementary",66.67,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1910
"Seattle","Gatewood Elementary",66.67,"Very Dense Soil/Soft Rock - Firm Soil","Portable 1","Portable",1995
"Seattle","Gatewood Elementary",66.67,"Very Dense Soil/Soft Rock - Firm Soil","Portable 2","Portable",1995
"Seattle","Gatewood Elementary",66.67,"Very Dense Soil/Soft Rock - Firm Soil","Portable 3","Portable",1995
"Seattle","Graham Hill Elementary",62.73,"Rock","Main Building","Permanent",1961
"Seattle","Graham Hill Elementary",62.73,"Rock","Portable 1","Portable",1995
"Seattle","Graham Hill Elementary",62.73,"Rock","portable 2","Portable",2014
"Seattle","Green Lake Elementary",52.1,"Very Dense Soil and Soft Rock","Main Building","Permanent",1971
"Seattle","Green Lake Elementary",52.1,"Very Dense Soil and Soft Rock","Portable G1","Portable",1995
"Seattle","Greenwood Elementary",52.16,"Very Dense Soil and Soft Rock","Main Building","Permanent",1909
"Seattle","Hamilton Int'l Middle",52.68,"Very Dense Soil and Soft Rock","Gymnasium","Permanent",2009
"Seattle","Hamilton Int'l Middle",52.68,"Very Dense Soil and Soft Rock","Main Building","Permanent",1926
